PublicLawNo,Year,Congress,HouseBill,SenateBill,Democrat,HouseCommittee,SenateCommittee,MajorTopic,subTopicCode,DateIntroduced,DatePassedHouse,DatePassedSenate,DateSigned
101049,1989,101,,S1184,0,104,,Public Lands,2101,0,0,0,0
101050,1989,101,,SJRES96,1,117,216,Education,603,0,0,0,0
101051,1989,101,HR923,,1,118,209,Government Operations,2008,0,0,0,0
101052,1989,101,HJRES132,,1,117,216,Crime,1208,0,0,0,0
101053,1989,101,HR2119,,1,118,209,Public Lands,2103,0,0,0,0
101054,1989,101,HJRES276,,1,117,216,Health,399,0,0,0,0
101055,1989,101,HJRES298,,0,117,,International Affairs,1910,0,0,0,0
101056,1989,101,HR2848,,1,111,,Science & Technology,1709,0,0,0,0
101057,1989,101,,SJRES95,0,117,216,Health,331,0,0,0,0
101058,1989,101,HJRES174,,0,117,216,Health,398,0,0,0,0
101059,1989,101,,SJRES137,0,117,216,Crime,1209,0,0,0,0
101060,1989,101,HR1722,,1,109,208,Energy,803,0,0,0,0
101061,1989,101,,SJRES85,0,117,216,Defense,1699,0,0,0,0
101062,1989,101,HR2214,,1,110,,International Affairs,1900,0,0,0,0
101063,1989,101,,SJRES110,1,117,216,Government Operations,2099,0,0,0,0
101064,1989,101,,SJRES93,1,117,216,International Affairs,1910,0,0,0,0
101065,1989,101,,SJRES129,0,117,216,Defense,1608,0,0,0,0
101066,1989,101,,SJRES142,1,117,216,Health,331,0,0,0,0
101067,1989,101,HR1485,,0,114,208,Defense,1611,0,0,0,0
101068,1989,101,HR310,,1,114,208,Public Lands,2103,0,0,0,0
101069,1989,101,,SJRES150,1,,216,International Affairs,1925,0,0,0,0
101070,1989,101,HR999,,1,114,208,Public Lands,2101,0,0,0,0
101071,1989,101,HR968,,1,118,207,Environment,705,0,0,0,0
101072,1989,101,HR3024,,1,124,,Macroeconomics,105,0,0,0,0
101073,1989,101,HR1278,,1,105,,Domestic Commerce,1501,0,0,0,0
101074,1989,101,HJRES281,,1,116,,Environment,710,0,0,0,0
101075,1989,101,,SJRES136,0,117,216,Crime,1299,0,0,0,0
101076,1989,101,HR2705,,1,,,Government Operations,2004,0,0,0,0
101077,1989,101,HJRES363,,1,117,,Foreign Trade,1800,0,0,0,0
101078,1989,101,,SJRES78,1,117,216,Health,334,0,0,0,0
101079,1989,101,,SJRES126,1,117,216,Transportation,1007,0,0,0,0
101080,1989,101,,SJRES127,1,117,216,Transportation,1006,0,0,0,0
101081,1989,101,HR2799,,1,102,,Agriculture,402,0,0,0,0
101082,1989,101,HR2467,,1,102,202,Agriculture,402,0,0,0,0
101083,1989,101,HJRES221,,1,117,216,Defense,1699,0,0,0,0
101084,1989,101,,SJRES55,1,117,216,Health,333,0,0,0,0
101085,1989,101,,SJRES67,0,117,216,Public Lands,2103,0,0,0,0
101086,1989,101,HR1860,,1,117,,Government Operations,2004,0,0,0,0
101087,1989,101,HR2847,,1,117,,Social Welfare,1305,0,0,0,0
101088,1989,101,HJRES225,,1,117,,Social Welfare,1303,0,0,0,0
101089,1989,101,HJRES231,,1,117,,Education,699,0,0,0,0
101090,1989,101,HJRES253,,0,117,,Education,699,0,0,0,0
101091,1989,101,HJRES379,,0,117,,Transportation,1003,0,0,0,0
101092,1989,101,HR840,,1,116,207,Transportation,1007,0,0,0,0
101093,1989,101,HR1426,,1,,,Health,342,0,0,0,0
101094,1989,101,HR2727,,1,123,,Government Operations,2004,0,0,0,0
101095,1989,101,,SJRES109,0,117,216,Education,601,0,0,0,0
101096,1989,101,,SJRES132,1,117,216,Health,342,0,0,0,0
101097,1989,101,HR2136,,0,107,213,Government Operations,2014,0,0,0,0
101098,1989,101,HJRES133,,1,117,,Health,325,0,0,0,0
101099,1989,101,,S1075,1,112,218,Education,609,0,0,0,0
101100,1989,101,HJRES407,,1,103,,Government Operations,2000,0,0,0,0
101101,1989,101,HR2696,,1,103,203,Energy,800,0,0,0,0
101102,1989,101,HJRES204,,0,117,,Domestic Commerce,1599,0,0,0,0
101103,1989,101,HR3282,,1,,,Government Operations,2002,0,0,0,0
101104,1989,101,,SJRES146,1,117,216,Government Operations,2099,0,0,0,0
101105,1989,101,HR419,,1,114,208,Public Lands,2101,0,0,0,0
101106,1989,101,HR1529,,1,114,208,Public Lands,2101,0,0,0,0
101107,1989,101,,SJRES118,1,117,216,International Affairs,1910,0,0,0,0
101108,1989,101,HR2835,,1,114,,Public Lands,2101,0,0,0,0
101109,1989,101,,S85,1,114,208,Public Lands,2101,0,0,0,0
101110,1989,101,,S1709,1,,,Health,302,0,0,0,0
101111,1989,101,,SJRES117,1,117,216,Crime,1208,0,0,0,0
101112,1989,101,,SJRES133,0,117,216,Crime,1208,0,0,0,0
101113,1989,101,,SJRES138,1,117,216,International Affairs,1999,0,0,0,0
101114,1989,101,,SJRES148,1,117,216,Labor,502,0,0,0,0
101115,1989,101,HR1486,,1,116,207,Transportation,1007,0,0,0,0
101116,1989,101,,SJRES81,1,117,216,Health,325,0,0,0,0
101117,1989,101,,SJRES122,0,117,216,Health,336,0,0,0,0
101118,1989,101,HR2358,,1,112,218,Government Operations,2011,0,0,0,0
101119,1989,101,HR3385,,1,103,203,International Affairs,1921,0,0,0,0
101120,1989,101,HR1300,,1,108,,Education,603,0,0,0,0
101121,1989,101,HR2788,,1,103,203,Public Lands,2100,0,0,0,0
101122,1989,101,HJRES400,,0,117,,International Affairs,1927,0,0,0,0
101123,1989,101,,S248,1,115,216,Crime,1210,0,0,0,0
101124,1989,101,,SJRES213,0,117,216,Health,342,0,0,0,0
101125,1989,101,HR2987,,1,123,220,Government Operations,2008,0,0,0,0
101126,1989,101,HR2087,,1,108,217,Crime,1207,0,0,0,0
101127,1989,101,HR2088,,1,108,217,Social Welfare,1304,0,0,0,0
101128,1989,101,HJRES392,,1,117,,International Affairs,1910,0,0,0,0
101129,1989,101,HJRES401,,1,117,216,Government Operations,2099,0,0,0,0
101130,1989,101,HJRES423,,1,103,,Government Operations,2000,0,0,0,0
101131,1989,101,HR2978,,1,115,216,Civil Rights,207,0,0,0,0
101132,1989,101,HR801,,1,118,209,Government Operations,2008,0,0,0,0
101133,1989,101,HJRES380,,1,117,216,Health,322,0,0,0,0
101134,1989,101,,S1792,0,,,Agriculture,402,0,0,0,0
101135,1989,101,,SJRES177,0,117,216,Crime,1209,0,0,0,0
101136,1989,101,HR2989,,1,103,203,Government Operations,2000,0,0,0,0
101137,1989,101,HR3281,,1,,205,Defense,1604,0,0,0,0
101138,1989,101,,SJRES86,1,117,216,Social Welfare,1399,0,0,0,0
101139,1989,101,,SJRES120,1,117,216,Education,699,0,0,0,0
101140,1989,101,HJRES280,,1,,211,Macroeconomics,105,0,0,0,0
101141,1989,101,,SJRES19,0,117,216,Government Operations,2001,0,0,0,0
101142,1989,101,HJRES241,,1,117,,International Affairs,1921,0,0,0,0
101143,1989,101,HJRES131,,1,117,216,Government Operations,2099,0,0,0,0
101144,1989,101,HR2916,,1,103,203,Government Operations,2000,0,0,0,0
101145,1989,101,,SJRES131,0,117,216,Health,331,0,0,0,0
101146,1989,101,,SJRES209,1,117,216,Government Operations,2099,0,0,0,0
101147,1989,101,HR24,,1,108,,Social Welfare,1301,0,0,0,0
101148,1989,101,HR3012,,1,103,203,Defense,1611,0,0,0,0
101149,1989,101,,SJRES73,0,117,216,Health,336,0,0,0,0
101150,1989,101,,SJRES194,1,117,216,Health,336,0,0,0,0
101151,1989,101,,SJRES198,1,117,216,Social Welfare,1305,0,0,0,0
101152,1989,101,HR3318,,1,118,,Government Operations,2008,0,0,0,0
101153,1989,101,HJRES35,,1,117,,Defense,1609,0,0,0,0
101154,1989,101,HJRES435,,1,,,Government Operations,2000,0,0,0,0
101155,1989,101,,S750,1,109,208,Energy,899,0,0,0,0
101156,1989,101,,S1827,1,,,Government Operations,2008,0,0,0,0
101157,1989,101,HR2710,,1,108,,Labor,505,0,0,0,0
101158,1989,101,HR3287,,0,107,,Government Operations,2014,0,0,0,0
101159,1989,101,HJRES425,,1,117,,Housing & Development,1499,0,0,0,0
101160,1989,101,,SJRES215,0,117,216,Defense,1699,0,0,0,0
101161,1989,101,HR2883,,1,103,203,Agriculture,400,0,0,0,0
101162,1989,101,HR2991,,1,103,203,Government Operations,2000,0,0,0,0
101163,1989,101,HR3014,,1,103,203,Government Operations,2011,0,0,0,0
101164,1989,101,HR3015,,1,103,203,Transportation,1000,0,0,0,0
101165,1989,101,HR3072,,1,103,203,Defense,1600,0,0,0,0
101166,1989,101,HR3566,,1,103,,Government Operations,2000,0,0,0,0
101167,1989,101,HR3743,,1,,,Foreign Trade,1803,0,0,0,0
101168,1989,101,HR3746,,1,,,Government Operations,2014,0,0,0,0
101169,1989,101,HJRES278,,0,117,216,Crime,1208,0,0,0,0
101170,1989,101,HJRES282,,0,117,,Health,334,0,0,0,0
101171,1989,101,HR2642,,0,114,216,Environment,704,0,0,0,0
101172,1989,101,HR3544,,1,,,Defense,1606,0,0,0,0
101173,1989,101,HR215,,1,117,,Government Operations,2004,0,0,0,0
101174,1989,101,HJRES291,,1,117,,Health,336,0,0,0,0
101175,1989,101,,S931,1,114,208,Environment,710,0,0,0,0
101176,1989,101,,SJRES184,0,117,216,Health,334,0,0,0,0
101177,1989,101,HR1310,,0,114,208,Transportation,1002,0,0,0,0
101178,1989,101,HR2120,,0,114,208,Public Lands,2103,0,0,0,0
101179,1989,101,HR3402,,1,124,,International Affairs,1921,0,0,0,0
101180,1989,101,HR3532,,1,,,Civil Rights,200,0,0,0,0
101181,1989,101,HJRES357,,0,,,Public Lands,2101,0,0,0,0
101182,1989,101,HJRES358,,0,,,Public Lands,2101,0,0,0,0
101183,1989,101,HJRES393,,1,115,,Government Operations,2001,0,0,0,0
101184,1989,101,,S818,1,114,208,Public Lands,2103,0,0,0,0
101185,1989,101,,S978,1,,218,Public Lands,2101,0,0,0,0
101186,1989,101,,SJRES159,1,117,216,Environment,799,0,0,0,0
101187,1989,101,,SJRES187,1,,208,Public Lands,2101,0,0,0,0
101188,1989,101,,SJRES218,1,,216,Government Operations,2099,0,0,0,0
101189,1989,101,HR2461,,1,104,,Defense,1600,0,0,0,0
101190,1989,101,,S1390,0,,217,Science & Technology,1798,0,0,0,0
101191,1989,101,,S338,1,,208,Public Lands,2101,0,0,0,0
101192,1989,101,,S737,1,114,208,Public Lands,2101,0,0,0,0
101193,1989,101,HR2748,,1,151,,Defense,1603,0,0,0,0
101194,1989,101,HR3660,,1,,,Government Operations,2012,0,0,0,0
101195,1989,101,,S974,1,114,208,Public Lands,2103,0,0,0,0
101196,1989,101,,SJRES16,0,117,216,Health,336,0,0,0,0
101197,1989,101,,SJRES205,1,117,216,Crime,1299,0,0,0,0
101198,1989,101,HJRES448,,1,,,Government Operations,2000,0,0,0,0
101199,1989,101,HR481,,0,,213,Government Operations,2008,0,0,0,0
101200,1989,101,HR3294,,1,,212,International Affairs,1929,0,0,0,0
101201,1989,101,,S892,1,,211,Defense,1609,0,0,0,0
101202,1989,101,,S1960,0,,,Social Welfare,1301,0,0,0,0
101203,1989,101,HR972,,1,115,216,Crime,1201,0,0,0,0
101204,1989,101,HR1312,,1,108,217,Social Welfare,1305,0,0,0,0
101205,1989,101,HR2134,,1,102,202,Agriculture,403,0,0,0,0
101206,1989,101,HR3720,,1,105,,Domestic Commerce,1501,0,0,0,0
101207,1989,101,,S1164,1,,211,Foreign Trade,1800,0,0,0,0
101208,1989,101,,S1877,1,,,Government Operations,2002,0,0,0,0
101209,1989,101,,SJRES164,0,117,216,Government Operations,2099,0,0,0,0
101210,1989,101,,SJRES203,1,112,218,Public Lands,2101,0,0,0,0
101211,1989,101,,SJRES202,1,112,218,Public Lands,2101,0,0,0,0
101212,1989,101,HJRES429,,1,117,,Transportation,1006,0,0,0,0
101213,1989,101,HR422,,1,,,Transportation,1005,0,0,0,0
101214,1989,101,HR875,,0,114,208,Public Lands,2101,0,0,0,0
101215,1989,101,HR3696,,1,,,International Affairs,1901,0,0,0,0
101216,1989,101,HR1495,,1,110,212,Defense,1605,0,0,0,0
101217,1989,101,HR3620,,0,102,,Agriculture,403,0,0,0,0
101218,1989,101,,S488,1,,208,Energy,806,0,0,0,0
101219,1989,101,HJRES175,,1,,208,International Affairs,1921,0,0,0,0
101220,1989,101,,S1793,1,,,Agriculture,400,0,0,0,0
101221,1989,101,HR3275,,1,124,211,Foreign Trade,1806,0,0,0,0
101222,1989,101,HR91,,1,110,,International Affairs,1927,0,0,0,0
101223,1989,101,HR1502,,1,,213,Government Operations,2014,0,0,0,0
101224,1989,101,HR1668,,1,116,207,Science & Technology,1708,0,0,0,0
101225,1989,101,HR2459,,1,116,,Transportation,1007,0,0,0,0
101226,1989,101,HR3614,,1,,,Health,342,0,0,0,0
101227,1989,101,HR3629,,1,,,Domestic Commerce,1500,0,0,0,0
101228,1989,101,HJRES449,,1,,,Government Operations,2011,0,0,0,0
101229,1989,101,HR1727,,1,114,,Environment,709,0,0,0,0
101230,1989,101,HR2178,,0,118,209,Transportation,1007,0,0,0,0
101231,1989,101,HR3611,,1,110,,Crime,1203,0,0,0,0
101232,1989,101,HR3670,,1,107,,Government Operations,2014,0,0,0,0
101233,1989,101,,S804,1,,209,Environment,709,0,0,0,0
101234,1989,101,HR3607,,1,,,Health,302,0,0,0,0
101235,1989,101,HR1,,1,,,Housing & Development,1401,0,0,0,0
101236,1989,101,HR901,,1,118,,Transportation,1003,0,0,0,0
101237,1989,101,HR901,,1,123,220,Health,325,0,0,0,0
101238,1989,101,HR3259,,1,115,216,Immigration,900,0,0,0,0
101239,1989,101,HR3299,,1,106,,Macroeconomics,105,0,0,0,0
101240,1989,101,HR2494,,1,105,212,Foreign Trade,1803,0,0,0,0
101651,1989,101,HJRES173,,0,117,,Education,600,0,0,0,0
101241,1990,101,HJRES82,,0,117,,Domestic Commerce,1599,0,0,0,0
101242,1990,101,,SJRES217,0,117,216,Health,331,0,0,0,0
101243,1990,101,HR3952,,1,110,,International Affairs,1901,0,0,0,0
101244,1990,101,,SJRES103,1,117,216,Health,325,0,0,0,0
101245,1990,101,,SJRES130,1,117,216,Education,699,0,0,0,0
101246,1990,101,HR3792,,1,,,International Affairs,1900,0,0,0,0
101247,1990,101,HJRES149,,1,117,216,International Affairs,1921,0,0,0,0
101248,1990,101,,SJRES186,0,117,216,Domestic Commerce,1599,0,0,0,0
101249,1990,101,HR150,,1,115,216,Immigration,900,0,0,0,0
101250,1990,101,HR2281,,1,108,,Education,602,0,0,0,0
101251,1990,101,,SJRES227,0,117,216,Health,336,0,0,0,0
101252,1990,101,,SJRES257,1,117,216,Civil Rights,299,0,0,0,0
101253,1990,101,,S1016,0,114,209,Government Operations,2099,0,0,0,0
101254,1990,101,HR2742,,1,108,,Education,609,0,0,0,0
101255,1990,101,HR4010,,1,102,202,Agriculture,403,0,0,0,0
101256,1990,101,,SJRES243,1,117,216,International Affairs,1910,0,0,0,0
101257,1990,101,HR2749,,0,118,204,Public Lands,2103,0,0,0,0
101258,1990,101,,SJRES237,0,,216,Government Operations,2099,0,0,0,0
101259,1990,101,HR3311,,1,118,209,Government Operations,2008,0,0,0,0
101260,1990,101,,S1091,1,,205,Transportation,1007,0,0,0,0
101261,1990,101,,SJRES229,1,117,216,Environment,799,0,0,0,0
101262,1990,101,,S2231,1,,208,Energy,800,0,0,0,0
101263,1990,101,,S1521,1,,218,Public Lands,2101,0,0,0,0
101264,1990,101,,SJRES250,0,117,216,Environment,708,0,0,0,0
101265,1990,101,,SJRES266,0,117,216,Defense,1612,0,0,0,0
101266,1990,101,,SJRES190,0,117,216,Defense,1608,0,0,0,0
101267,1990,101,HJRES500,,0,117,,Education,699,0,0,0,0
101268,1990,101,HR2692,,1,,218,Education,601,0,0,0,0
101269,1990,101,,S2151,0,104,204,Defense,1606,0,0,0,0
101270,1990,101,HR4099,,1,102,202,Agriculture,402,0,0,0,0
101271,1990,101,,S388,1,,208,Energy,800,0,0,0,0
101272,1990,101,,S1813,0,114,252,Public Lands,2102,0,0,0,0
101273,1990,101,,S1949,1,108,217,Labor,504,0,0,0,0
101274,1990,101,HR3968,,1,109,,Health,331,0,0,0,0
101275,1990,101,HR1048,,1,115,216,Civil Rights,200,0,0,0,0
101276,1990,101,,SJRES242,0,117,216,Crime,1204,0,0,0,0
101277,1990,101,,S1096,0,114,252,Public Lands,2102,0,0,0,0
101278,1990,101,HR2334,,1,118,213,Government Operations,2008,0,0,0,0
101279,1990,101,,SJRES258,1,117,216,Public Lands,2101,0,0,0,0
101280,1990,101,HJRES553,,1,,,Government Operations,2012,0,0,0,0
101281,1990,101,,S2533,1,,,Transportation,1003,0,0,0,0
101282,1990,101,,SJRES236,0,117,216,Agriculture,405,0,0,0,0
101283,1990,101,HR3802,,0,117,,International Affairs,1921,0,0,0,0
101284,1990,101,,SJRES153,1,117,216,Domestic Commerce,1599,0,0,0,0
101285,1990,101,,SJRES230,1,117,216,Environment,701,0,0,0,0
101286,1990,101,HR1011,,0,102,202,Public Lands,2103,0,0,0,0
101287,1990,101,HJRES546,,1,117,,Health,332,0,0,0,0
101288,1990,101,,S1485,0,115,216,Government Operations,2001,0,0,0,0
101289,1990,101,,SJRES224,1,117,216,Health,322,0,0,0,0
101290,1990,101,,SJRES241,0,117,216,International Affairs,1921,0,0,0,0
101291,1990,101,HR922,,1,,209,Government Operations,2008,0,0,0,0
101292,1990,101,HR1472,,1,114,208,Public Lands,2101,0,0,0,0
101293,1990,101,HR4637,,1,,,Government Operations,2004,0,0,0,0
101294,1990,101,HJRES453,,1,117,,Health,336,0,0,0,0
101295,1990,101,HJRES490,,1,117,,Education,603,0,0,0,0
101296,1990,101,,S1853,1,,205,Government Operations,2006,0,0,0,0
101297,1990,101,HR2890,,1,118,209,Government Operations,2008,0,0,0,0
101298,1990,101,,S993,1,,216,Defense,1605,0,0,0,0
101299,1990,101,,SJRES275,1,117,216,International Affairs,1925,0,0,0,0
101300,1990,101,,S2300,1,,217,Public Lands,2101,0,0,0,0
101301,1990,101,,S1846,1,,252,Public Lands,2102,0,0,0,0
101302,1990,101,HR4401,,1,103,203,Government Operations,2000,0,0,0,0
101303,1990,101,HR1805,,1,117,,Government Operations,2004,0,0,0,0
101304,1990,101,HR3961,,1,118,209,Government Operations,2008,0,0,0,0
101305,1990,101,HR3910,,1,108,,Education,602,0,0,0,0
101306,1990,101,HR644,,1,114,,Public Lands,2101,0,0,0,0
101307,1990,101,,SJRES231,0,117,216,Defense,1609,0,0,0,0
101308,1990,101,,SJRES267,0,117,216,Health,331,0,0,0,0
101309,1990,101,,SJRES251,1,110,216,International Affairs,1921,0,0,0,0
101310,1990,101,HJRES516,,1,117,216,Health,336,0,0,0,0
101311,1990,101,HR4612,,1,115,,Crime,1210,0,0,0,0
101312,1990,101,,S2700,1,,,Health,325,0,0,0,0
101313,1990,101,,S286,0,114,208,Public Lands,2101,0,0,0,0
101314,1990,101,,SJRES245,0,117,216,Government Operations,2001,0,0,0,0
101315,1990,101,HJRES575,,1,117,,Defense,1699,0,0,0,0
101316,1990,101,,SJRES264,1,117,216,Crime,1209,0,0,0,0
101317,1990,101,,SJRES246,0,,212,International Affairs,1926,0,0,0,0
101318,1990,101,HR1622,,1,115,216,Domestic Commerce,1522,0,0,0,0
101319,1990,101,HR3046,,1,115,216,Government Operations,2002,0,0,0,0
101320,1990,101,HR3545,,1,114,208,Public Lands,2101,0,0,0,0
101321,1990,101,HR3834,,1,114,208,Public Lands,2101,0,0,0,0
101322,1990,101,HR5075,,1,,,Transportation,1005,0,0,0,0
101323,1990,101,HJRES555,,0,117,216,Government Operations,2001,0,0,0,0
101324,1990,101,,S1999,0,108,,Education,601,0,0,0,0
101325,1990,101,,SJRES271,0,117,216,Government Operations,2001,0,0,0,0
101326,1990,101,,SJRES315,1,118,,Crime,1208,0,0,0,0
101327,1990,101,,SJRES320,1,117,216,Education,603,0,0,0,0
101328,1990,101,,S2124,1,,,Science & Technology,1701,0,0,0,0
101329,1990,101,,SJRES278,1,117,216,Transportation,1003,0,0,0,0
101330,1990,101,HR5149,,1,108,,Social Welfare,1301,0,0,0,0
101331,1990,101,HJRES599,,0,117,,Environment,709,0,0,0,0
101332,1990,101,HR1028,,1,,205,Public Lands,2101,0,0,0,0
101333,1990,101,HR4252,,0,104,204,Defense,1611,0,0,0,0
101334,1990,101,HR4525,,1,117,,Government Operations,2012,0,0,0,0
101335,1990,101,HR2514,,1,117,205,Government Operations,2099,0,0,0,0
101336,1990,101,,S933,1,,217,Civil Rights,205,0,0,0,0
101337,1990,101,HR2844,,1,114,208,Public Lands,2101,0,0,0,0
101338,1990,101,,SJRES276,1,117,216,Health,331,0,0,0,0
101339,1990,101,,SJRES75,1,120,212,Science & Technology,1701,0,0,0,0
101340,1990,101,,SJRES281,1,117,216,Health,399,0,0,0,0
101341,1990,101,,SJRES339,1,117,216,International Affairs,1925,0,0,0,0
101342,1990,101,HJRES591,,1,117,216,Social Welfare,1303,0,0,0,0
101343,1990,101,HJRES577,,1,117,216,Public Lands,2102,0,0,0,0
101344,1990,101,HR2843,,1,114,208,Public Lands,2101,0,0,0,0
101345,1990,101,HJRES625,,1,117,,Civil Rights,201,0,0,0,0
101346,1990,101,HJRES548,,0,117,,Agriculture,498,0,0,0,0
101347,1990,101,,SJRES77,1,112,218,Crime,1209,0,0,0,0
101348,1990,101,,SJRES256,1,117,216,Health,333,0,0,0,0
101349,1990,101,,SJRES316,0,117,216,Crime,1208,0,0,0,0
101350,1990,101,HR5350,,1,124,,Macroeconomics,105,0,0,0,0
101351,1990,101,HR5432,,1,105,,Defense,1604,0,0,0,0
101352,1990,101,HR293,,1,,,Domestic Commerce,1525,0,0,0,0
101353,1990,101,HR3048,,0,,209,Government Operations,2008,0,0,0,0
101354,1990,101,HR4790,,1,109,217,Health,331,0,0,0,0
101355,1990,101,HJRES467,,1,117,216,Defense,1608,0,0,0,0
101356,1990,101,,S1046,0,114,208,Public Lands,2101,0,0,0,0
101357,1990,101,,S1524,0,114,208,Public Lands,2101,0,0,0,0
101358,1990,101,,S1543,1,112,218,Government Operations,2099,0,0,0,0
101359,1990,101,,S1875,1,118,209,Public Lands,2104,0,0,0,0
101360,1990,101,,S2952,1,,,Energy,800,0,0,0,0
101361,1990,101,,SJRES296,0,117,216,Crime,1299,0,0,0,0
101362,1990,101,,SJRES343,0,117,216,Health,325,0,0,0,0
101363,1990,101,HR4872,,1,117,,Government Operations,2004,0,0,0,0
101364,1990,101,HR76,,1,114,208,Public Lands,2101,0,0,0,0
101365,1990,101,HR1159,,1,114,208,Public Lands,2101,0,0,0,0
101366,1990,101,HR1199,,1,123,220,Health,325,0,0,0,0
101367,1990,101,HR4035,,1,118,209,Government Operations,2008,0,0,0,0
101368,1990,101,HR4273,,1,109,217,Health,331,0,0,0,0
101369,1990,101,HR4314,,1,115,212,Foreign Trade,1804,0,0,0,0
101370,1990,101,HR5131,,1,118,207,Transportation,1003,0,0,0,0
101371,1990,101,HJRES515,,1,117,216,Crime,1299,0,0,0,0
101372,1990,101,HJRES554,,1,117,216,Crime,1209,0,0,0,0
101373,1990,101,HJRES627,,1,117,,Health,331,0,0,0,0
101374,1990,101,,S2461,1,,217,Health,342,0,0,0,0
101375,1990,101,,SJRES248,1,117,216,Domestic Commerce,1599,0,0,0,0
101376,1990,101,HR3086,,1,117,213,Government Operations,2004,0,0,0,0
101377,1990,101,HR3248,,0,114,,Public Lands,2101,0,0,0,0
101378,1990,101,,S666,1,114,208,Public Lands,2102,0,0,0,0
101379,1990,101,HR498,,0,114,252,Public Lands,2102,0,0,0,0
101380,1990,101,HR1465,,1,118,,Environment,710,0,0,0,0
101381,1990,101,,S2240,1,,217,Health,321,0,0,0,0
101382,1990,101,HR1594,,1,124,211,Foreign Trade,1802,0,0,0,0
101383,1990,101,,S2088,1,,208,Energy,800,0,0,0,0
101384,1990,101,,S3033,1,,213,Defense,1608,0,0,0,0
101385,1990,101,HJRES568,,1,117,,Health,325,0,0,0,0
101386,1990,101,,S2597,0,,208,Public Lands,2103,0,0,0,0
101387,1990,101,,SJRES285,0,117,216,Education,601,0,0,0,0
101388,1990,101,,SJRES289,1,117,216,International Affairs,1921,0,0,0,0
101389,1990,101,,SJRES309,1,117,216,Crime,1299,0,0,0,0
101390,1990,101,,SJRES279,0,117,216,Health,334,0,0,0,0
101391,1990,101,HR94,,0,120,207,Crime,1209,0,0,0,0
101392,1990,101,HR7,,1,108,217,Education,604,0,0,0,0
101393,1990,101,,SJRES313,1,117,216,Education,699,0,0,0,0
101394,1990,101,,SJRES331,1,117,216,Civil Rights,299,0,0,0,0
101395,1990,101,,SJRES333,1,117,216,Labor,502,0,0,0,0
101396,1990,101,HR3265,,1,109,207,Science & Technology,1700,0,0,0,0
101397,1990,101,HR1101,,1,114,209,Public Lands,2104,0,0,0,0
101398,1990,101,HR2174,,1,114,208,Public Lands,2101,0,0,0,0
101399,1990,101,HR4501,,1,114,208,Public Lands,2101,0,0,0,0
101400,1990,101,,S963,1,114,208,Transportation,1002,0,0,0,0
101401,1990,101,,S2205,1,102,202,Public Lands,2103,0,0,0,0
101402,1990,101,HR5747,,1,,,Housing & Development,1401,0,0,0,0
101403,1990,101,HJRES655,,1,103,,Defense,1600,0,0,0,0
101404,1990,101,HR2761,,0,,205,Defense,1699,0,0,0,0
101405,1990,101,HR5755,,1,124,,Macroeconomics,105,0,0,0,0
101406,1990,101,HR4962,,1,,,International Affairs,1926,0,0,0,0
101407,1990,101,HR5725,,1,105,,Defense,1604,0,0,0,0
101408,1990,101,,S2075,1,114,252,Public Lands,2102,0,0,0,0
101409,1990,101,HR4773,,1,121,,Domestic Commerce,1521,0,0,0,0
101410,1990,101,,S535,1,111,213,Crime,1204,0,0,0,0
101411,1990,101,,S3155,1,,,Defense,1604,0,0,0,0
101412,1990,101,HJRES666,,1,124,,Government Operations,2000,0,0,0,0
101413,1990,101,HJRES469,,1,117,216,International Affairs,1910,0,0,0,0
101414,1990,101,HJRES603,,1,117,216,Government Operations,2099,0,0,0,0
101415,1990,101,,SJRES301,1,117,216,Health,336,0,0,0,0
101416,1990,101,HR5643,,1,,,Government Operations,2004,0,0,0,0
101417,1990,101,HJRES398,,1,117,216,Public Lands,2101,0,0,0,0
101418,1990,101,HJRES482,,1,117,216,International Affairs,1910,0,0,0,0
101419,1990,101,,S1738,0,114,208,Public Lands,2103,0,0,0,0
101420,1990,101,,S2588,0,,213,Health,325,0,0,0,0
101421,1990,101,HR3007,,1,115,216,Crime,1205,0,0,0,0
101422,1990,101,HR3897,,1,115,216,Government Operations,2002,0,0,0,0
101423,1990,101,,SJRES57,1,111,213,Government Operations,2099,0,0,0,0
101424,1990,101,,SJRES181,1,117,216,Environment,710,0,0,0,0
101425,1990,101,HR1243,,1,120,207,Domestic Commerce,1599,0,0,0,0
101426,1990,101,HR2372,,1,115,,Defense,1620,0,0,0,0
101427,1990,101,,S2806,0,,209,Transportation,1002,0,0,0,0
101428,1990,101,HR5641,,1,,,Government Operations,2011,0,0,0,0
101429,1990,101,,S647,1,,205,Domestic Commerce,1502,0,0,0,0
101430,1990,101,,S1230,1,114,209,Public Lands,2102,0,0,0,0
101431,1990,101,,S1974,1,109,207,Science & Technology,1707,0,0,0,0
101432,1990,101,HR3657,,1,109,,Domestic Commerce,1502,0,0,0,0
101433,1990,101,,S1511,1,,217,Civil Rights,204,0,0,0,0
101434,1990,101,HR435,,1,118,209,Housing & Development,1405,0,0,0,0
101435,1990,101,HR971,,1,109,207,Science & Technology,1706,0,0,0,0
101436,1990,101,HR2809,,1,114,208,Public Lands,2103,0,0,0,0
101437,1990,101,HR1677,,1,109,,Science & Technology,1707,0,0,0,0
101438,1990,101,HR4758,,1,,209,Transportation,1007,0,0,0,0
