Year,MajorTopic,Mood,Congress
1986,N/A,0.1547345516,99
1987,Transportation,0.5479741861,100
1987,Transportation,0.2268150793,100
1987,Transportation,0.3067302845,100
1987,Crime,0.1408484803,100
1987,Crime,0.4896111048,100
1987,Crime,0.1887354637,100
1987,Crime,0.4900339665,100
1987,Crime,0.1142214886,100
1987,Crime,0.5126282797,100
1987,Social Welfare,0.0174565406,100
1987,Social Welfare,0.1340625107,100
1987,Social Welfare,0.4769404547,100
1987,Housing & Development,0.0668264941,100
1987,Domestic Commerce,0.3835719057,100
1987,Domestic Commerce,0.0671023651,100
1987,Domestic Commerce,0.5381321708,100
1987,Defense,0.3997424689,100
1987,Science & Technology,0.1161306052,100
1987,Science & Technology,0.1893517046,100
1987,Science & Technology,0.0319458662,100
1987,Government Operations,0.1726854184,100
1987,Government Operations,0.1196740232,100
1987,Government Operations,0.0537028712,100
1987,Public Lands,0.4387474881,100
1987,Public Lands,0.3065006964,100
1987,N/A,0.3045603407,100
1988,Transportation,0.0490694539,100
1988,Transportation,0.4114706061,100
1988,Transportation,0.2865658389,100
1988,Crime,0.2774519657,100
1988,Crime,0.3160947713,100
1988,Crime,0.4941734333,100
1988,Crime,0.3054287083,100
1988,Crime,0.1779692843,100
1988,Crime,0.492387398,100
1988,Social Welfare,0.5802417358,100
1988,Social Welfare,0.3178859928,100
1988,Social Welfare,0.4961506775,100
1988,Housing & Development,0.1384529364,100
1988,Domestic Commerce,0.4109932583,100
1988,Domestic Commerce,0.2493352537,100
1988,Domestic Commerce,0.3573207568,100
1988,Defense,0.3701877429,100
1988,Science & Technology,0.3747990168,100
1988,Science & Technology,0.1604607811,100
1988,Science & Technology,0.2676687642,100
1988,Government Operations,0.2449690097,100
1988,Government Operations,0.274389414,100
1988,Government Operations,0.399953029,100
1988,Public Lands,0.1410366843,100
1988,Public Lands,0.2713831774,100
1988,N/A,0.1807664756,100
1989,Transportation,0.1583467229,101
1989,Transportation,0.121374014,101
1989,Transportation,0.1852062558,101
1989,Crime,0.4490115059,101
1989,Crime,0.3563291574,101
1989,Crime,0.2359500896,101
1989,Crime,0.0809999957,101
1989,Crime,0.2823467644,101
1989,Crime,0.4344082921,101
1989,Social Welfare,0.0648416226,101
1989,Social Welfare,0.0512128036,101
1989,Social Welfare,0.2488511531,101
1989,Housing & Development,0.3760256801,101
1989,Domestic Commerce,0.3896573178,101
1989,Domestic Commerce,0.1642952735,101
1989,Domestic Commerce,0.237892797,101
1989,Defense,0.3840076832,101
1989,Science & Technology,0.0892776845,101
1989,Science & Technology,0.2603890291,101
1989,Science & Technology,0.4002944801,101
1989,Government Operations,0.4030779479,101
1989,Government Operations,0.5459826945,101
1989,Government Operations,0.4743375603,101
1989,Public Lands,0.3171696456,101
1989,Public Lands,0.1266866986,101
1989,N/A,0.5204792408,101
1990,Transportation,0.0444081544,101
1990,Transportation,0.2308267256,101
1990,Transportation,0.0471267728,101
1990,Crime,0.4553789102,101
1990,Crime,0.5604961557,101
1990,Crime,0.4960211253,101
1990,Crime,0.4411544105,101
1990,Crime,0.4338648771,101
1990,Crime,0.3737965361,101
1990,Social Welfare,0.2665971517,101
1990,Social Welfare,0.5485223872,101
1990,Social Welfare,0.5456518881,101
1990,Housing & Development,0.4067982267,101
1990,Domestic Commerce,0.0184469243,101
1990,Domestic Commerce,0.1650015988,101
1990,Domestic Commerce,0.3348248469,101
1990,Defense,0.4069974203,101
1990,Science & Technology,0.5598670728,101
1990,Science & Technology,0.1521588379,101
1990,Science & Technology,0.5385050872,101
1990,Government Operations,0.4613278279,101
1990,Government Operations,0.3542913881,101
1990,Government Operations,0.5287735961,101
1990,Public Lands,0.4342705317,101
1990,Public Lands,0.2931221989,101
1990,N/A,0.3629519675,101
1991,Transportation,0.1137788159,102
1991,Transportation,0.5770835891,102
1991,Transportation,0.068168077,102
1991,Crime,0.5958158451,102
1991,Crime,0.083591894,102
1991,Crime,0.3497480069,102
1991,Crime,0.2506990309,102
1991,Crime,0.5711051183,102
1991,Crime,0.0841472094,102
1991,Social Welfare,0.5462030784,102
1991,Social Welfare,0.1288706848,102
1991,Social Welfare,0.4771132116,102
1991,Housing & Development,0.4498171152,102
1991,Domestic Commerce,0.1819538527,102
1991,Domestic Commerce,0.5600544817,102
1991,Domestic Commerce,0.511211026,102
1991,Defense,0.207899056,102
1991,Science & Technology,0.3491420543,102
1991,Science & Technology,0.4078501303,102
1991,Science & Technology,0.2871359425,102
1991,Government Operations,0.5861455832,102
1991,Government Operations,0.4746967828,102
1991,Government Operations,0.2922682192,102
1991,Public Lands,0.1552885939,102
1991,Public Lands,0.4665167001,102
1991,N/A,0.4909076185,102
1992,Transportation,0.5480221518,102
1992,Transportation,0.2916374014,102
1992,Transportation,0.3953619609,102
1992,Crime,0.1317249703,102
1992,Crime,0.4468019888,102
1992,Crime,0.5717870107,102
1992,Crime,0.1968550554,102
1992,Crime,0.2295658407,102
1992,Crime,0.5045206185,102
1992,Social Welfare,0.058999885,102
1992,Social Welfare,0.3848059658,102
1992,Social Welfare,0.4864411669,102
1992,Housing & Development,0.2319619961,102
1992,Domestic Commerce,0.1278394706,102
1992,Domestic Commerce,0.2056972812,102
1992,Domestic Commerce,0.2114447825,102
1992,Defense,0.4295667578,102
1992,Science & Technology,0.1935355428,102
1992,Science & Technology,0.2643944716,102
1992,Science & Technology,0.4796910209,102
1992,Government Operations,0.3923982327,102
1992,Government Operations,0.1503805768,102
1992,Government Operations,0.1184172022,102
1992,Public Lands,0.1458445393,102
1992,Public Lands,0.5210969808,102
1992,N/A,0.3970736892,102
1993,Transportation,0.3461851374,103
1993,Transportation,0.5623570592,103
1993,Transportation,0.0754480776,103
1993,Crime,0.1667386228,103
1993,Crime,0.3672127087,103
1993,Crime,0.3954659542,103
1993,Crime,0.1148930421,103
1993,Crime,0.2653650525,103
1993,Crime,0.5405961961,103
1993,Social Welfare,0.5769738995,103
1993,Social Welfare,0.4068456114,103
1993,Social Welfare,0.0513023438,103
1993,Housing & Development,0.5274427661,103
1993,Domestic Commerce,0.2583476856,103
1993,Domestic Commerce,0.3594432469,103
1993,Domestic Commerce,0.2620043702,103
1993,Defense,0.1902139383,103
1993,Science & Technology,0.2286338386,103
1993,Science & Technology,0.3569974743,103
1993,Science & Technology,0.3013406687,103
1993,Government Operations,0.3527937505,103
1993,Government Operations,0.3605043566,103
1993,Government Operations,0.4872347743,103
1993,Public Lands,0.5103608886,103
1993,Public Lands,0.4846438664,103
1993,N/A,0.4865202304,103
1994,Transportation,0.4463199717,103
1994,Transportation,0.0022603795,103
1994,Transportation,0.2909682113,103
1994,Crime,0.0162120695,103
1994,Crime,0.4800022943,103
1994,Crime,0.1190326862,103
1994,Crime,0.5261467136,103
1994,Crime,0.5704727641,103
1994,Crime,0.3780231863,103
1994,Social Welfare,0.5332305565,103
1994,Social Welfare,0.3038211055,103
1994,Social Welfare,0.4869479189,103
1994,Housing & Development,0.2923687171,103
1994,Domestic Commerce,0.1365100205,103
1994,Domestic Commerce,0.4130161979,103
1994,Domestic Commerce,0.4219282199,103
1994,Defense,0.1433673986,103
1994,Science & Technology,0.5069930839,103
1994,Science & Technology,0.1162111127,103
1994,Science & Technology,0.2685198561,103
1994,Government Operations,0.2656863109,103
1994,Government Operations,0.5646317838,103
1994,Government Operations,0.4656367526,103
1994,Public Lands,0.2549953504,103
1994,Public Lands,0.5964152188,103
1994,N/A,0.5750292618,103
1995,Transportation,0.1361364752,104
1995,Transportation,0.5316401182,104
1995,Transportation,0.5701933912,104
1995,Crime,0.2623275232,104
1995,Crime,0.5127969665,104
1995,Crime,0.2276214945,104
1995,Crime,0.3427943938,104
1995,Crime,0.2043405674,104
1995,Crime,0.4094913759,104
1995,Social Welfare,0.131477979,104
1995,Social Welfare,0.4793458856,104
1995,Social Welfare,0.1587990349,104
1995,Housing & Development,0.0763527436,104
1995,Domestic Commerce,0.3340305198,104
1995,Domestic Commerce,0.081193496,104
1995,Domestic Commerce,0.4313976233,104
1995,Defense,0.0987359089,104
1995,Science & Technology,0.2105628292,104
1995,Science & Technology,0.4470495672,104
1995,Science & Technology,0.3674816076,104
1995,Government Operations,0.0573150694,104
1995,Government Operations,0.1877104551,104
1995,Government Operations,0.35930375,104
1995,Public Lands,0.0771353887,104
1995,Public Lands,0.4035241485,104
1995,N/A,0.0999545858,104
1996,Transportation,0.2845474011,104
1996,Transportation,0.2079492869,104
1996,Transportation,0.1137744019,104
1996,Crime,0.2218211711,104
1996,Crime,0.2950283918,104
1996,Crime,0.210234287,104
1996,Crime,0.1097263649,104
1996,Crime,0.4177868553,104
1996,Crime,0.4029809555,104
1996,Social Welfare,0.4684312392,104
1996,Social Welfare,0.0631103803,104
1996,Social Welfare,0.4287527933,104
1996,Housing & Development,0.5008452653,104
1996,Domestic Commerce,0.2355664106,104
1996,Domestic Commerce,0.2825277767,104
1996,Domestic Commerce,0.2226433997,104
1996,Defense,0.3257189406,104
1996,Science & Technology,0.2448238844,104
1996,Science & Technology,0.4021075246,104
1996,Science & Technology,0.3273941327,104
1996,Government Operations,0.305848889,104
1996,Government Operations,0.4925738451,104
1996,Government Operations,0.2909896248,104
1996,Public Lands,0.2640396612,104
1996,Public Lands,0.2886719022,104
1996,N/A,0.350138224,104
1997,Transportation,0.595845019,105
1997,Transportation,0.5906438381,105
1997,Transportation,0.1616399722,105
1997,Crime,0.0459955572,105
1997,Crime,0.2344914085,105
1997,Crime,0.1983510694,105
1997,Crime,0.5738585037,105
1997,Crime,0.0953041307,105
1997,Crime,0.3283114259,105
1997,Social Welfare,0.5248921332,105
1997,Social Welfare,0.3330179386,105
1997,Social Welfare,0.5538870374,105
1997,Housing & Development,0.1358890006,105
1997,Domestic Commerce,0.1181959023,105
1997,Domestic Commerce,0.3189383702,105
1997,Domestic Commerce,0.1812579883,105
1997,Defense,0.5215092748,105
1997,Science & Technology,0.033421983,105
1997,Science & Technology,0.4469012368,105
1997,Science & Technology,0.5574625745,105
1997,Government Operations,0.5720825598,105
1997,Government Operations,0.3785460914,105
1997,Government Operations,0.5710423542,105
1997,Public Lands,0.1462027289,105
1997,Public Lands,0.1257966549,105
1997,N/A,0.2786080957,105
1998,Transportation,0.0479143121,105
1998,Transportation,0.5635007168,105
1998,Transportation,0.0679864522,105
1998,Crime,0.5802529157,105
1998,Crime,0.3087948232,105
1998,Crime,0.1235668082,105
1998,Crime,0.3631002523,105
1998,Crime,0.3149260025,105
1998,Crime,0.1321386421,105
1998,Social Welfare,0.0465734323,105
1998,Social Welfare,0.5076535083,105
1998,Social Welfare,0.1505117252,105
1998,Housing & Development,0.0891047893,105
1998,Domestic Commerce,0.2817782746,105
1998,Domestic Commerce,0.1927755061,105
1998,Domestic Commerce,0.2217792567,105
1998,Defense,0.0050841113,105
1998,Science & Technology,0.2234107988,105
1998,Science & Technology,0.24792926,105
1998,Science & Technology,0.544376479,105
1998,Government Operations,0.3229273906,105
1998,Government Operations,0.1303130433,105
1998,Government Operations,0.3688071526,105
1998,Public Lands,0.138923867,105
1998,Public Lands,0.5043802689,105
1998,N/A,0.2009559145,105
1999,Transportation,0.0868626506,106
1999,Transportation,0.224310488,106
1999,Transportation,0.3244929461,106
1999,Crime,0.0843933325,106
1999,Crime,0.5419997714,106
1999,Crime,0.1611212081,106
1999,Crime,0.2357236315,106
1999,Crime,0.4391490115,106
1999,Crime,0.3607864529,106
1999,Social Welfare,0.1657092353,106
1999,Social Welfare,0.3088315932,106
1999,Social Welfare,0.2313115567,106
1999,Housing & Development,0.1014384068,106
1999,Domestic Commerce,0.4373180547,106
1999,Domestic Commerce,0.1414875027,106
1999,Domestic Commerce,0.5506708115,106
1999,Defense,0.022588482,106
1999,Science & Technology,0.0819399524,106
1999,Science & Technology,0.059403391,106
1999,Science & Technology,0.305593671,106
1999,Government Operations,0.3474093945,106
1999,Government Operations,0.4435729255,106
1999,Government Operations,0.284803177,106
1999,Public Lands,0.302826305,106
1999,Public Lands,0.0038577961,106
1999,N/A,0.3758745866,106
2000,Transportation,0.2595824731,106
2000,Transportation,0.3211456004,106
2000,Transportation,0.1695158796,106
2000,Crime,0.086374109,106
2000,Crime,0.5784404118,106
2000,Crime,0.448958942,106
2000,Crime,0.0897275154,106
2000,Crime,0.3795182727,106
2000,Crime,0.3970831692,106
2000,Social Welfare,0.0137008317,106
2000,Social Welfare,0.4561154755,106
2000,Social Welfare,0.5475567987,106
2000,Housing & Development,0.2328198609,106
2000,Domestic Commerce,0.1955259017,106
2000,Domestic Commerce,0.5728870019,106
2000,Domestic Commerce,0.569034457,106
2000,Defense,0.0059770698,106
2000,Science & Technology,0.5781209804,106
2000,Science & Technology,0.1511254457,106
2000,Science & Technology,0.5294626465,106
2000,Government Operations,0.1794819009,106
2000,Government Operations,0.4255731361,106
2000,Government Operations,0.5060101615,106
2000,Public Lands,0.3851973001,106
2000,Public Lands,0.2442043023,106
2000,N/A,0.3169244659,106
2001,Transportation,0.5204934529,107
2001,Transportation,0.4079864363,107
2001,Transportation,0.5116282417,107
2001,Crime,0.3734002897,107
2001,Crime,0.3998370223,107
2001,Crime,0.5395929032,107
2001,Crime,0.525302455,107
2001,Crime,0.3399664447,107
2001,Crime,0.2165107893,107
2001,Social Welfare,0.4796610223,107
2001,Social Welfare,0.51556116,107
2001,Social Welfare,0.4804197608,107
2001,Housing & Development,0.0991379543,107
2001,Domestic Commerce,0.5914228222,107
2001,Domestic Commerce,0.553939518,107
2001,Domestic Commerce,0.1303354075,107
2001,Defense,0.500308362,107
2001,Science & Technology,0.0143737591,107
2001,Science & Technology,0.2971364604,107
2001,Science & Technology,0.3979460959,107
2001,Government Operations,0.4966014741,107
2001,Government Operations,0.2612261248,107
2001,Government Operations,0.3743955819,107
2001,Public Lands,0.0859947884,107
2001,Public Lands,0.2658299652,107
2001,N/A,0.3908778976,107
2002,Transportation,0.1531644087,107
2002,Transportation,0.3957438059,107
2002,Transportation,0.1744261931,107
2002,Crime,0.4935253257,107
2002,Crime,0.1875706188,107
2002,Crime,0.3229184837,107
2002,Crime,0.3084487659,107
2002,Crime,0.3543371791,107
2002,Crime,0.4464096769,107
2002,Social Welfare,0.3089357408,107
2002,Social Welfare,0.0359795394,107
2002,Social Welfare,0.0616601945,107
2002,Housing & Development,0.1407660525,107
2002,Domestic Commerce,0.1700503947,107
2002,Domestic Commerce,0.2222915841,107
2002,Domestic Commerce,0.5788414918,107
2002,Defense,0.2969811727,107
2002,Science & Technology,0.3062520514,107
2002,Science & Technology,0.3672879601,107
2002,Science & Technology,0.5354333536,107
2002,Government Operations,0.2391423913,107
2002,Government Operations,0.0983877184,107
2002,Government Operations,0.206887025,107
2002,Public Lands,0.2035109437,107
2002,Public Lands,0.5382912947,107
2002,N/A,0.0010642318,107
2003,Transportation,0.4859704204,108
2003,Transportation,0.5003909551,108
2003,Transportation,0.0116016743,108
2003,Crime,0.2915878996,108
2003,Crime,0.0847456615,108
2003,Crime,0.0091839047,108
2003,Crime,0.5867403739,108
2003,Crime,0.299001385,108
2003,Crime,0.1866032554,108
2003,Social Welfare,0.1172358878,108
2003,Social Welfare,0.4783560879,108
2003,Social Welfare,0.0480352373,108
2003,Housing & Development,0.5101542004,108
2003,Domestic Commerce,0.2056817979,108
2003,Domestic Commerce,0.3245354964,108
2003,Domestic Commerce,0.2101518221,108
2003,Defense,0.3427165462,108
2003,Science & Technology,0.5140532867,108
2003,Science & Technology,0.3186344344,108
2003,Science & Technology,0.467947838,108
2003,Government Operations,0.477239011,108
2003,Government Operations,0.0454603576,108
2003,Government Operations,0.4143645462,108
2003,Public Lands,0.4635976401,108
2003,Public Lands,0.0543496196,108
2003,N/A,0.2541202365,108
2004,Transportation,0.0288052773,108
2004,Transportation,0.385092465,108
2004,Transportation,0.3387664345,108
2004,Crime,0.5914902444,108
2004,Crime,0.0039778028,108
2004,Crime,0.0180092511,108
2004,Crime,0.2162825509,108
2004,Crime,0.331089471,108
2004,Crime,0.3305119862,108
2004,Social Welfare,0.25763879,108
2004,Social Welfare,0.3355591998,108
2004,Social Welfare,0.1522584822,108
2004,Housing & Development,0.5009327832,108
2004,Domestic Commerce,0.1590237753,108
2004,Domestic Commerce,0.1847382782,108
2004,Domestic Commerce,0.1393711065,108
2004,Defense,0.2199342087,108
2004,Science & Technology,0.2978326357,108
2004,Science & Technology,0.3870008946,108
2004,Science & Technology,0.4233909101,108
2004,Government Operations,0.4519235908,108
2004,Government Operations,0.3495332328,108
2004,Government Operations,0.4933848263,108
2004,Public Lands,0.2340443196,108
2004,Public Lands,0.569941958,108
2004,N/A,0.202266242,108
2005,Transportation,0.3351599408,109
2005,Transportation,0.0058182843,109
2005,Transportation,0.0157852591,109
2005,Crime,0.4466834944,109
2005,Crime,0.1655497335,109
2005,Crime,0.3707412682,109
2005,Crime,0.1836375693,109
2005,Crime,0.1336426201,109
2005,Crime,0.5850318,109
2005,Social Welfare,0.4593380692,109
2005,Social Welfare,0.0241806661,109
2005,Social Welfare,0.2964354411,109
2005,Housing & Development,0.3883074094,109
2005,Domestic Commerce,0.5098868828,109
2005,Domestic Commerce,0.0255092027,109
2005,Domestic Commerce,0.1824899542,109
2005,Defense,0.3387748043,109
2005,Science & Technology,0.5484129348,109
2005,Science & Technology,0.4541920306,109
2005,Science & Technology,0.2966568881,109
2005,Government Operations,0.0096388552,109
2005,Government Operations,0.23895441,109
2005,Government Operations,0.5545265464,109
2005,Public Lands,0.071707871,109
2005,Public Lands,0.5002328796,109
2005,N/A,0.2509122145,109
2006,Transportation,0.4394584898,109
2006,Transportation,0.0462477156,109
2006,Transportation,0.0989529543,109
2006,Crime,0.0670126524,109
2006,Crime,0.3031264405,109
2006,Crime,0.1526076646,109
2006,Crime,0.4609166024,109
2006,Crime,0.305292614,109
2006,Crime,0.150166221,109
2006,Social Welfare,0.4761882833,109
2006,Social Welfare,0.5918662696,109
2006,Social Welfare,0.5200942418,109
2006,Housing & Development,0.4665503862,109
2006,Domestic Commerce,0.1345636207,109
2006,Domestic Commerce,0.4797172506,109
2006,Domestic Commerce,0.5780358628,109
2006,Defense,0.0008407287,109
2006,Science & Technology,0.4841771677,109
2006,Science & Technology,0.383304735,109
2006,Science & Technology,0.311702731,109
2006,Government Operations,0.1691000542,109
2006,Government Operations,0.272298289,109
2006,Government Operations,0.3813652005,109
2006,Public Lands,0.1073910349,109
2006,Public Lands,0.4728918468,109
2006,N/A,0.4984961079,109
2007,Transportation,0.1811077056,110
2007,Transportation,0.5692116969,110
2007,Transportation,0.3426574268,110
2007,Crime,0.1404926746,110
2007,Crime,0.4373064974,110
2007,Crime,0.0091583973,110
2007,Crime,0.3689874515,110
2007,Crime,0.5095179333,110
2007,Crime,0.3852725068,110
2007,Social Welfare,0.4881393218,110
2007,Social Welfare,0.5496739095,110
2007,Social Welfare,0.348007283,110
2007,Housing & Development,0.4131436674,110
2007,Domestic Commerce,0.4444591604,110
2007,Domestic Commerce,0.1315826651,110
2007,Domestic Commerce,0.5689998239,110
2007,Defense,0.2123273474,110
2007,Science & Technology,0.4348567345,110
2007,Science & Technology,0.2280226786,110
2007,Science & Technology,0.5011463851,110
2007,Government Operations,0.5928565743,110
2007,Government Operations,0.302425483,110
2007,Government Operations,0.3457784209,110
2007,Public Lands,0.2249382022,110
2007,Public Lands,0.3682171346,110
2007,N/A,0.2500039591,110
2008,Transportation,0.315697142,110
2008,Transportation,0.5886332372,110
2008,Transportation,0.1165000598,110
2008,Crime,0.5628720119,110
2008,Crime,0.5285963118,110
2008,Crime,0.2713493219,110
2008,Crime,0.3495396868,110
2008,Crime,0.398013638,110
2008,Crime,0.0763904091,110
2008,Social Welfare,0.5747876056,110
2008,Social Welfare,0.4891284104,110
2008,Social Welfare,0.0923793397,110
2008,Housing & Development,0.4664168418,110
2008,Domestic Commerce,0.1238793462,110
2008,Domestic Commerce,0.466014476,110
2008,Domestic Commerce,0.1148985025,110
2008,Defense,0.1908563488,110
2008,Science & Technology,0.041959632,110
2008,Science & Technology,0.2176667473,110
2008,Science & Technology,0.3838470912,110
2008,Government Operations,0.0164696333,110
2008,Government Operations,0.5327401128,110
2008,Government Operations,0.1664303047,110
2008,Public Lands,0.0790858003,110
2008,Public Lands,0.2392958384,110
2008,N/A,0.2804957477,110
2009,Transportation,0.1098515665,111
2009,Transportation,0.1921432125,111
2009,Transportation,0.5731748716,111
2009,Crime,0.1041062941,111
2009,Crime,0.0686860461,111
2009,Crime,0.2836843987,111
2009,Crime,0.1832900898,111
2009,Crime,0.2542261157,111
2009,Crime,0.1376787212,111
2009,Social Welfare,0.2241023613,111
2009,Social Welfare,0.4211869585,111
2009,Social Welfare,0.5688762901,111
2009,Housing & Development,0.3862917951,111
2009,Domestic Commerce,0.094869833,111
2009,Domestic Commerce,0.191419724,111
2009,Domestic Commerce,0.2171146367,111
2009,Defense,0.1422115397,111
2009,Science & Technology,0.0135746997,111
2009,Science & Technology,0.0336510311,111
2009,Science & Technology,0.1575901248,111
2009,Government Operations,0.2456589003,111
2009,Government Operations,0.1466455678,111
2009,Government Operations,0.1133968558,111
2009,Public Lands,0.5241707435,111
2009,Public Lands,0.4596426323,111
2009,N/A,0.44920638,111
2010,Transportation,0.5148146293,111
2010,Transportation,0.2796285437,111
2010,Transportation,0.4495776705,111
2010,Crime,0.2135487967,111
2010,Crime,0.0140550703,111
2010,Crime,0.218584527,111
2010,Crime,0.4739952517,111
2010,Crime,0.058765261,111
2010,Crime,0.2715162942,111
2010,Social Welfare,0.24497305,111
2010,Social Welfare,0.0208360879,111
2010,Social Welfare,0.5188270512,111
2010,Housing & Development,0.5409989427,111
2010,Domestic Commerce,0.0028244515,111
2010,Domestic Commerce,0.1917760603,111
2010,Domestic Commerce,0.347416682,111
2010,Defense,0.1700311368,111
2010,Science & Technology,0.5830782781,111
2010,Science & Technology,0.0611922572,111
2010,Science & Technology,0.5666952992,111
2010,Government Operations,0.3908112161,111
2010,Government Operations,0.3476414018,111
2010,Government Operations,0.5912676171,111
2010,Public Lands,0.1784640517,111
2010,Public Lands,0.3536093839,111
2010,N/A,0.4281052286,111
2011,Transportation,0.2425390702,112
2011,Transportation,0.5457330855,112
2011,Transportation,0.4059196567,112
2011,Crime,0.3035309055,112
2011,Crime,0.1132993186,112
2011,Crime,0.5053338095,112
2011,Crime,0.2533497733,112
2011,Crime,0.3646247712,112
2011,Crime,0.1912231796,112
2011,Social Welfare,0.4572232845,112
2011,Social Welfare,0.5152757598,112
2011,Social Welfare,0.4379164273,112
2011,Housing & Development,0.4702017086,112
2011,Domestic Commerce,0.0716354077,112
2011,Domestic Commerce,0.3311359857,112
2011,Domestic Commerce,0.5179510454,112
2011,Defense,0.2748108786,112
2011,Science & Technology,0.5076577103,112
2011,Science & Technology,0.5570573734,112
2011,Science & Technology,0.0924216426,112
2011,Government Operations,0.1473885193,112
2011,Government Operations,0.2894630672,112
2011,Government Operations,0.3880137074,112
2011,Public Lands,0.0170760485,112
2011,Public Lands,0.5320817095,112
2011,N/A,0.105171137,112
1952,N/A,0.4805622035,82
1953,N/A,0.4339084399,83
1954,N/A,0.4971674178,83
1955,N/A,0.0734679029,84
1956,N/A,0.4738621607,84
1957,N/A,0.5540957013,85
1958,N/A,0.4431695406,85
1959,N/A,0.5917926868,86
1960,N/A,0.4786422342,86
1961,N/A,0.2839679406,87
1962,N/A,0.2270946571,87
1963,N/A,0.1596744602,88
1964,N/A,0.2374565769,88
1965,N/A,0.0007675283,89
1966,N/A,0.5943005634,89
1967,N/A,0.3635507608,90
1968,N/A,0.3181995698,90
1969,N/A,0.163749808,91
1970,N/A,0.0103180374,91
1971,N/A,0.0847628236,92
1972,N/A,0.212130791,92
1973,N/A,0.0177796755,93
1974,N/A,0.3244351927,93
1975,N/A,0.4868435196,94
1976,N/A,0.4464709832,94
1977,N/A,0.4244646915,95
1978,N/A,0.0135900605,95
1979,N/A,0.2398759774,96
1980,N/A,0.1969575036,96
1981,N/A,0.1819797957,97
1982,N/A,0.3339666207,97
1983,N/A,0.4388573598,98
1984,N/A,0.312102532,98
1985,N/A,0.3796540712,99
1986,N/A,0.4239504236,99
1987,N/A,0.1370211521,100
1988,N/A,0.5244911905,100
1989,N/A,0.3796953224,101
1990,N/A,0.0904754295,101
1991,N/A,0.5337783348,102
1992,N/A,0.0642576138,102
1993,N/A,0.4696742281,103
1994,N/A,0.3445487584,103
1995,N/A,0.5144559867,104
1996,N/A,0.2008588129,104
1997,N/A,0.220245925,105
1998,N/A,0.5905932192,105
1999,N/A,0.5467305205,106
2000,N/A,0.2704771698,106
2001,N/A,0.0352511921,107
2002,N/A,0.0961251462,107
2003,N/A,0.184434753,108
2004,N/A,0.4933814865,108
2005,N/A,0.3885424675,109
2006,N/A,0.2800594935,109
2007,N/A,0.4932524469,110
2008,N/A,0.361985645,110
2009,N/A,0.5078132489,111
2010,N/A,0.4833741627,111
2011,N/A,0.2844767575,112
